codigo_estacao,fonte,ano,rajada_ms
A703,Base Pré-Interpolada,2001,21.5949
A703,Base Pré-Interpolada,2002,22.3
A703,Base Pré-Interpolada,2003,22.1
A703,Base Pré-Interpolada,2005,19.8257
A703,Base Pré-Interpolada,2006,22.6
A703,Base Pré-Interpolada,2007,26.5583
A703,Base Pré-Interpolada,2008,18.4823
A703,Base Pré-Interpolada,2009,21.3234
A703,Base Pré-Interpolada,2010,18.9298
A703,Base Pré-Interpolada,2011,20.4723
A703,Base Pré-Interpolada,2012,21.3
A703,Base Pré-Interpolada,2013,22.115
A703,Base Pré-Interpolada,2014,21.422
A703,Base Pré-Interpolada,2015,21.7
A703,Base Pré-Interpolada,2016,19.7
A703,Base Pré-Interpolada,2017,22.4717
A703,Base Pré-Interpolada,2018,21.7162
A703,Base Pré-Interpolada,2019,20.5963
A703,Base Pré-Interpolada,2022,20.7
A703,Base Pré-Interpolada,2023,23.4005
A703,Base Pré-Interpolada,2024,19.2835
A703,Base Pré-Interpolada,2025,19.6
A703,ERA5 original,2000,20.4392
A703,ERA5 original,2001,21.5949
A703,ERA5 original,2002,21.6485
A703,ERA5 original,2003,22.3837
A703,ERA5 original,2004,20.1272
A703,ERA5 original,2005,21.4083
A703,ERA5 original,2006,19.0361
A703,ERA5 original,2007,26.5583
A703,ERA5 original,2008,18.4823
A703,ERA5 original,2009,21.3234
A703,ERA5 original,2010,18.9298
A703,ERA5 original,2011,20.4723
A703,ERA5 original,2012,20.0163
A703,ERA5 original,2013,22.115
A703,ERA5 original,2014,21.422
A703,ERA5 original,2015,21.0934
A703,ERA5 original,2016,19.2462
A703,ERA5 original,2017,22.4717
A703,ERA5 original,2018,21.7162
A703,ERA5 original,2019,20.5963
A703,ERA5 original,2020,22.372
A703,ERA5 original,2021,22.3653
A703,ERA5 original,2022,21.3272
A703,ERA5 original,2023,23.4005
A703,ERA5 original,2024,19.2835
A703,ERA5 original,2025,19.5512
A703,INMET (real),2001,16.9
A703,INMET (real),2002,22.3
A703,INMET (real),2003,22.1
A703,INMET (real),2005,17.3
A703,INMET (real),2006,22.6
A703,INMET (real),2007,20.1
A703,INMET (real),2008,17.2
A703,INMET (real),2009,20.2
A703,INMET (real),2010,17.5
A703,INMET (real),2011,19.4
A703,INMET (real),2012,21.3
A703,INMET (real),2013,19.9
A703,INMET (real),2014,20.4
A703,INMET (real),2015,21.7
A703,INMET (real),2016,19.7
A703,INMET (real),2017,18.7
A703,INMET (real),2018,20.0
A703,INMET (real),2019,19.4
A703,INMET (real),2022,20.7
A703,INMET (real),2023,20.8
A703,INMET (real),2024,17.6
A703,INMET (real),2025,19.6
A703,"V2 (IDW p=2, k=15)",2000,20.43919563293457
A703,"V2 (IDW p=2, k=15)",2001,21.594934463500977
A703,"V2 (IDW p=2, k=15)",2002,21.96784782409668
A703,"V2 (IDW p=2, k=15)",2003,22.38372039794922
A703,"V2 (IDW p=2, k=15)",2004,20.127182006835938
A703,"V2 (IDW p=2, k=15)",2005,21.408260345458984
A703,"V2 (IDW p=2, k=15)",2006,22.193836212158203
A703,"V2 (IDW p=2, k=15)",2007,26.559860229492188
A703,"V2 (IDW p=2, k=15)",2008,18.51783943176269
A703,"V2 (IDW p=2, k=15)",2009,21.355642318725582
A703,"V2 (IDW p=2, k=15)",2010,18.960906982421875
A703,"V2 (IDW p=2, k=15)",2011,20.477439880371094
A703,"V2 (IDW p=2, k=15)",2012,21.28423500061035
A703,"V2 (IDW p=2, k=15)",2013,22.12583541870117
A703,"V2 (IDW p=2, k=15)",2014,21.43351936340332
A703,"V2 (IDW p=2, k=15)",2015,21.297195434570312
A703,"V2 (IDW p=2, k=15)",2016,19.667579650878903
A703,"V2 (IDW p=2, k=15)",2017,22.48933219909668
A703,"V2 (IDW p=2, k=15)",2018,21.725202560424805
A703,"V2 (IDW p=2, k=15)",2019,20.621246337890625
A703,"V2 (IDW p=2, k=15)",2020,22.38180351257324
A703,"V2 (IDW p=2, k=15)",2021,22.375511169433597
A703,"V2 (IDW p=2, k=15)",2022,21.32719612121582
A703,"V2 (IDW p=2, k=15)",2023,23.430465698242188
A703,"V2 (IDW p=2, k=15)",2024,19.291160583496094
A703,"V2 (IDW p=2, k=15)",2025,19.565858840942383
A703,"V3 (Gaussiano σ=2.0, k=15)",2000,20.358142852783203
A703,"V3 (Gaussiano σ=2.0, k=15)",2001,21.07497215270996
A703,"V3 (Gaussiano σ=2.0, k=15)",2002,21.56106758117676
A703,"V3 (Gaussiano σ=2.0, k=15)",2003,22.32735061645508
A703,"V3 (Gaussiano σ=2.0, k=15)",2004,20.27971839904785
A703,"V3 (Gaussiano σ=2.0, k=15)",2005,21.35647964477539
A703,"V3 (Gaussiano σ=2.0, k=15)",2006,18.19082260131836
A703,"V3 (Gaussiano σ=2.0, k=15)",2007,24.35374641418457
A703,"V3 (Gaussiano σ=2.0, k=15)",2008,18.782936096191406
A703,"V3 (Gaussiano σ=2.0, k=15)",2009,19.69647026062012
A703,"V3 (Gaussiano σ=2.0, k=15)",2010,19.017358779907227
A703,"V3 (Gaussiano σ=2.0, k=15)",2011,18.839597702026367
A703,"V3 (Gaussiano σ=2.0, k=15)",2012,20.72159767150879
A703,"V3 (Gaussiano σ=2.0, k=15)",2013,19.92548370361328
A703,"V3 (Gaussiano σ=2.0, k=15)",2014,18.533641815185547
A703,"V3 (Gaussiano σ=2.0, k=15)",2015,19.4702262878418
A703,"V3 (Gaussiano σ=2.0, k=15)",2016,18.53975296020508
A703,"V3 (Gaussiano σ=2.0, k=15)",2017,20.7132568359375
A703,"V3 (Gaussiano σ=2.0, k=15)",2018,20.000486373901367
A703,"V3 (Gaussiano σ=2.0, k=15)",2019,19.051055908203125
A703,"V3 (Gaussiano σ=2.0, k=15)",2020,21.709508895874023
A703,"V3 (Gaussiano σ=2.0, k=15)",2021,21.86705017089844
A703,"V3 (Gaussiano σ=2.0, k=15)",2022,20.407995223999023
A703,"V3 (Gaussiano σ=2.0, k=15)",2023,23.11891365051269
A703,"V3 (Gaussiano σ=2.0, k=15)",2024,17.91905975341797
A703,"V3 (Gaussiano σ=2.0, k=15)",2025,19.15039825439453
A741,Base Pré-Interpolada,2008,20.8
A741,Base Pré-Interpolada,2009,23.8
A741,Base Pré-Interpolada,2010,22.7
A741,Base Pré-Interpolada,2011,22.0
A741,Base Pré-Interpolada,2012,23.6
A741,Base Pré-Interpolada,2013,22.2
A741,Base Pré-Interpolada,2014,19.7
A741,Base Pré-Interpolada,2015,20.8
A741,Base Pré-Interpolada,2016,24.7
A741,Base Pré-Interpolada,2017,19.7
A741,Base Pré-Interpolada,2018,23.1
A741,Base Pré-Interpolada,2019,22.6
A741,Base Pré-Interpolada,2020,16.8
A741,Base Pré-Interpolada,2021,17.8367
A741,Base Pré-Interpolada,2022,19.0
A741,Base Pré-Interpolada,2024,18.8
A741,Base Pré-Interpolada,2025,23.4028
A741,ERA5 original,2000,16.0237
A741,ERA5 original,2001,18.8948
A741,ERA5 original,2002,18.1596
A741,ERA5 original,2003,19.208
A741,ERA5 original,2004,19.4615
A741,ERA5 original,2005,16.353
A741,ERA5 original,2006,15.8544
A741,ERA5 original,2007,18.8569
A741,ERA5 original,2008,17.7504
A741,ERA5 original,2009,20.9412
A741,ERA5 original,2010,18.7158
A741,ERA5 original,2011,21.2249
A741,ERA5 original,2012,20.2956
A741,ERA5 original,2013,15.2487
A741,ERA5 original,2014,17.6132
A741,ERA5 original,2015,17.4166
A741,ERA5 original,2016,17.2642
A741,ERA5 original,2017,15.9094
A741,ERA5 original,2018,16.7133
A741,ERA5 original,2019,17.0286
A741,ERA5 original,2020,16.7948
A741,ERA5 original,2021,17.8367
A741,ERA5 original,2022,18.2111
A741,ERA5 original,2023,18.708
A741,ERA5 original,2024,18.3736
A741,ERA5 original,2025,23.4028
A741,INMET (real),2008,20.8
A741,INMET (real),2009,23.8
A741,INMET (real),2010,22.7
A741,INMET (real),2011,22.0
A741,INMET (real),2012,23.6
A741,INMET (real),2013,22.2
A741,INMET (real),2014,19.7
A741,INMET (real),2015,20.8
A741,INMET (real),2016,24.7
A741,INMET (real),2017,19.7
A741,INMET (real),2018,23.1
A741,INMET (real),2019,22.6
A741,INMET (real),2020,16.8
A741,INMET (real),2021,16.8
A741,INMET (real),2022,19.0
A741,INMET (real),2024,18.8
A741,INMET (real),2025,22.7
A741,"V2 (IDW p=2, k=15)",2000,16.02370262145996
A741,"V2 (IDW p=2, k=15)",2001,18.89478302001953
A741,"V2 (IDW p=2, k=15)",2002,18.15964698791504
A741,"V2 (IDW p=2, k=15)",2003,19.20803451538086
A741,"V2 (IDW p=2, k=15)",2004,19.46154022216797
A741,"V2 (IDW p=2, k=15)",2005,16.353012084960938
A741,"V2 (IDW p=2, k=15)",2006,15.88453769683838
A741,"V2 (IDW p=2, k=15)",2007,18.86428451538086
A741,"V2 (IDW p=2, k=15)",2008,20.311511993408203
A741,"V2 (IDW p=2, k=15)",2009,23.39724349975586
A741,"V2 (IDW p=2, k=15)",2010,22.522533416748047
A741,"V2 (IDW p=2, k=15)",2011,21.7003173828125
A741,"V2 (IDW p=2, k=15)",2012,23.37502670288086
A741,"V2 (IDW p=2, k=15)",2013,21.719602584838867
A741,"V2 (IDW p=2, k=15)",2014,19.50282096862793
A741,"V2 (IDW p=2, k=15)",2015,20.41223526000977
A741,"V2 (IDW p=2, k=15)",2016,24.344030380249023
A741,"V2 (IDW p=2, k=15)",2017,19.209423065185547
A741,"V2 (IDW p=2, k=15)",2018,22.421314239501957
A741,"V2 (IDW p=2, k=15)",2019,22.021095275878903
A741,"V2 (IDW p=2, k=15)",2020,16.79815673828125
A741,"V2 (IDW p=2, k=15)",2021,17.84286117553711
A741,"V2 (IDW p=2, k=15)",2022,18.8465633392334
A741,"V2 (IDW p=2, k=15)",2023,18.82277488708496
A741,"V2 (IDW p=2, k=15)",2024,18.737037658691406
A741,"V2 (IDW p=2, k=15)",2025,23.429487228393555
A741,"V3 (Gaussiano σ=2.0, k=15)",2000,15.707106590270996
A741,"V3 (Gaussiano σ=2.0, k=15)",2001,18.37923240661621
A741,"V3 (Gaussiano σ=2.0, k=15)",2002,17.964405059814453
A741,"V3 (Gaussiano σ=2.0, k=15)",2003,18.42823982238769
A741,"V3 (Gaussiano σ=2.0, k=15)",2004,19.34943199157715
A741,"V3 (Gaussiano σ=2.0, k=15)",2005,15.840906143188477
A741,"V3 (Gaussiano σ=2.0, k=15)",2006,15.415995597839355
A741,"V3 (Gaussiano σ=2.0, k=15)",2007,16.981060028076172
A741,"V3 (Gaussiano σ=2.0, k=15)",2008,16.874305725097656
A741,"V3 (Gaussiano σ=2.0, k=15)",2009,17.38361930847168
A741,"V3 (Gaussiano σ=2.0, k=15)",2010,19.949668884277344
A741,"V3 (Gaussiano σ=2.0, k=15)",2011,19.846908569335938
A741,"V3 (Gaussiano σ=2.0, k=15)",2012,18.894929885864254
A741,"V3 (Gaussiano σ=2.0, k=15)",2013,15.012874603271484
A741,"V3 (Gaussiano σ=2.0, k=15)",2014,17.368724822998047
A741,"V3 (Gaussiano σ=2.0, k=15)",2015,17.92279624938965
A741,"V3 (Gaussiano σ=2.0, k=15)",2016,17.57645034790039
A741,"V3 (Gaussiano σ=2.0, k=15)",2017,17.93153190612793
A741,"V3 (Gaussiano σ=2.0, k=15)",2018,17.22713279724121
A741,"V3 (Gaussiano σ=2.0, k=15)",2019,16.617053985595703
A741,"V3 (Gaussiano σ=2.0, k=15)",2020,15.390910148620604
A741,"V3 (Gaussiano σ=2.0, k=15)",2021,16.7005672454834
A741,"V3 (Gaussiano σ=2.0, k=15)",2022,17.07853889465332
A741,"V3 (Gaussiano σ=2.0, k=15)",2023,21.80286407470703
A741,"V3 (Gaussiano σ=2.0, k=15)",2024,16.911706924438477
A741,"V3 (Gaussiano σ=2.0, k=15)",2025,20.4410343170166
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2000,15.707106590270996
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2001,18.63799476623535
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2002,17.964191436767578
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2003,18.54153633117676
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2004,19.34984016418457
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2005,16.02330780029297
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2006,15.37924575805664
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2007,18.407649993896484
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2008,20.567947387695312
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2009,23.19691467285156
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2010,22.46236228942871
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2011,21.964303970336918
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2012,23.24842834472656
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2013,21.567501068115234
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2014,19.46975326538086
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2015,21.149206161499023
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2016,24.07442092895508
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2017,19.0892333984375
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2018,22.51655578613281
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2019,22.087343215942383
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2020,16.573104858398438
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2021,16.537254333496094
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2022,18.630935668945312
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2023,18.41319274902344
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2024,18.600645065307617
A741,"V5 (Kriging Ordinário, Xavier 0.1°)",2025,22.46436882019043
A830,Base Pré-Interpolada,2007,19.8
A830,Base Pré-Interpolada,2008,24.1
A830,Base Pré-Interpolada,2009,23.5
A830,Base Pré-Interpolada,2010,23.3
A830,Base Pré-Interpolada,2011,22.2
A830,Base Pré-Interpolada,2012,24.8
A830,Base Pré-Interpolada,2013,26.3
A830,Base Pré-Interpolada,2014,30.8
A830,Base Pré-Interpolada,2015,32.0
A830,Base Pré-Interpolada,2016,23.2
A830,Base Pré-Interpolada,2017,31.1
A830,Base Pré-Interpolada,2018,22.3
A830,Base Pré-Interpolada,2019,28.5
A830,Base Pré-Interpolada,2020,26.0
A830,Base Pré-Interpolada,2021,24.1
A830,Base Pré-Interpolada,2022,30.8
A830,Base Pré-Interpolada,2023,29.8
A830,Base Pré-Interpolada,2024,29.9
A830,Base Pré-Interpolada,2025,25.0
A830,ERA5 original,2000,18.2144
A830,ERA5 original,2001,19.9785
A830,ERA5 original,2002,19.6914
A830,ERA5 original,2003,18.0503
A830,ERA5 original,2004,20.9676
A830,ERA5 original,2005,18.6546
A830,ERA5 original,2006,16.4533
A830,ERA5 original,2007,18.1164
A830,ERA5 original,2008,21.0504
A830,ERA5 original,2009,20.5212
A830,ERA5 original,2010,18.5342
A830,ERA5 original,2011,18.0874
A830,ERA5 original,2012,19.6654
A830,ERA5 original,2013,19.4394
A830,ERA5 original,2014,21.1004
A830,ERA5 original,2015,19.8183
A830,ERA5 original,2016,19.7627
A830,ERA5 original,2017,17.8031
A830,ERA5 original,2018,21.2195
A830,ERA5 original,2019,21.5843
A830,ERA5 original,2020,21.3034
A830,ERA5 original,2021,22.5671
A830,ERA5 original,2022,19.8945
A830,ERA5 original,2023,18.3223
A830,ERA5 original,2024,20.0587
A830,ERA5 original,2025,18.9306
A830,INMET (real),2007,19.8
A830,INMET (real),2008,24.1
A830,INMET (real),2009,23.5
A830,INMET (real),2010,23.3
A830,INMET (real),2011,22.2
A830,INMET (real),2012,24.8
A830,INMET (real),2013,26.3
A830,INMET (real),2014,30.8
A830,INMET (real),2015,32.0
A830,INMET (real),2016,23.2
A830,INMET (real),2017,31.1
A830,INMET (real),2018,22.3
A830,INMET (real),2019,28.5
A830,INMET (real),2020,26.0
A830,INMET (real),2021,24.1
A830,INMET (real),2022,30.8
A830,INMET (real),2023,29.8
A830,INMET (real),2024,29.9
A830,INMET (real),2025,25.0
A830,"V2 (IDW p=2, k=15)",2000,18.21438789367676
A830,"V2 (IDW p=2, k=15)",2001,19.97854995727539
A830,"V2 (IDW p=2, k=15)",2002,19.698211669921875
A830,"V2 (IDW p=2, k=15)",2003,18.050277709960938
A830,"V2 (IDW p=2, k=15)",2004,20.97476577758789
A830,"V2 (IDW p=2, k=15)",2005,18.668249130249023
A830,"V2 (IDW p=2, k=15)",2006,16.45355796813965
A830,"V2 (IDW p=2, k=15)",2007,19.557905197143555
A830,"V2 (IDW p=2, k=15)",2008,23.62820816040039
A830,"V2 (IDW p=2, k=15)",2009,23.17797088623047
A830,"V2 (IDW p=2, k=15)",2010,23.021873474121094
A830,"V2 (IDW p=2, k=15)",2011,21.987319946289062
A830,"V2 (IDW p=2, k=15)",2012,24.441722869873047
A830,"V2 (IDW p=2, k=15)",2013,25.89985466003418
A830,"V2 (IDW p=2, k=15)",2014,30.30253028869629
A830,"V2 (IDW p=2, k=15)",2015,31.39923858642578
A830,"V2 (IDW p=2, k=15)",2016,23.329669952392575
A830,"V2 (IDW p=2, k=15)",2017,30.710613250732425
A830,"V2 (IDW p=2, k=15)",2018,21.992084503173828
A830,"V2 (IDW p=2, k=15)",2019,27.992765426635746
A830,"V2 (IDW p=2, k=15)",2020,25.44998550415039
A830,"V2 (IDW p=2, k=15)",2021,23.79348945617676
A830,"V2 (IDW p=2, k=15)",2022,30.09154510498047
A830,"V2 (IDW p=2, k=15)",2023,29.333053588867188
A830,"V2 (IDW p=2, k=15)",2024,29.515323638916016
A830,"V2 (IDW p=2, k=15)",2025,24.45339584350586
A830,"V3 (Gaussiano σ=2.0, k=15)",2000,17.42291831970215
A830,"V3 (Gaussiano σ=2.0, k=15)",2001,19.61055564880371
A830,"V3 (Gaussiano σ=2.0, k=15)",2002,19.735322952270508
A830,"V3 (Gaussiano σ=2.0, k=15)",2003,17.637041091918945
A830,"V3 (Gaussiano σ=2.0, k=15)",2004,20.999591827392575
A830,"V3 (Gaussiano σ=2.0, k=15)",2005,18.849628448486328
A830,"V3 (Gaussiano σ=2.0, k=15)",2006,16.73250961303711
A830,"V3 (Gaussiano σ=2.0, k=15)",2007,17.72834014892578
A830,"V3 (Gaussiano σ=2.0, k=15)",2008,19.30314064025879
A830,"V3 (Gaussiano σ=2.0, k=15)",2009,19.59503555297852
A830,"V3 (Gaussiano σ=2.0, k=15)",2010,18.7757568359375
A830,"V3 (Gaussiano σ=2.0, k=15)",2011,17.506439208984375
A830,"V3 (Gaussiano σ=2.0, k=15)",2012,20.433069229125977
A830,"V3 (Gaussiano σ=2.0, k=15)",2013,21.05750274658203
A830,"V3 (Gaussiano σ=2.0, k=15)",2014,21.03778839111328
A830,"V3 (Gaussiano σ=2.0, k=15)",2015,20.403833389282227
A830,"V3 (Gaussiano σ=2.0, k=15)",2016,24.29755973815918
A830,"V3 (Gaussiano σ=2.0, k=15)",2017,24.12198829650879
A830,"V3 (Gaussiano σ=2.0, k=15)",2018,20.08978080749512
A830,"V3 (Gaussiano σ=2.0, k=15)",2019,20.2448787689209
A830,"V3 (Gaussiano σ=2.0, k=15)",2020,20.641122817993164
A830,"V3 (Gaussiano σ=2.0, k=15)",2021,19.49460220336914
A830,"V3 (Gaussiano σ=2.0, k=15)",2022,20.44209671020508
A830,"V3 (Gaussiano σ=2.0, k=15)",2023,21.395004272460938
A830,"V3 (Gaussiano σ=2.0, k=15)",2024,23.306427001953125
A830,"V3 (Gaussiano σ=2.0, k=15)",2025,18.411556243896484
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2000,17.364620208740234
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2001,19.608688354492188
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2002,19.542259216308597
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2003,17.636899948120117
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2004,20.80073928833008
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2005,18.47031593322754
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2006,16.71218490600586
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2007,20.01725196838379
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2008,24.069765090942383
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2009,22.89377212524414
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2010,23.381969451904297
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2011,22.07522964477539
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2012,24.623239517211918
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2013,25.94717025756836
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2014,30.11783218383789
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2015,31.24088287353516
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2016,23.20542907714844
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2017,30.70319366455078
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2018,22.63271713256836
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2019,26.838279724121094
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2020,25.59765625
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2021,24.12347221374512
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2022,30.53952407836914
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2023,29.331336975097656
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2024,29.75971984863281
A830,"V5 (Kriging Ordinário, Xavier 0.1°)",2025,24.310455322265625
A834,Base Pré-Interpolada,2008,33.0
A834,Base Pré-Interpolada,2009,36.8
A834,Base Pré-Interpolada,2010,29.4
A834,Base Pré-Interpolada,2011,28.1
A834,Base Pré-Interpolada,2012,24.9
A834,Base Pré-Interpolada,2013,23.6
A834,Base Pré-Interpolada,2014,22.8
A834,Base Pré-Interpolada,2015,26.0152
A834,Base Pré-Interpolada,2016,26.8698
A834,Base Pré-Interpolada,2017,30.6
A834,Base Pré-Interpolada,2018,21.6
A834,Base Pré-Interpolada,2019,23.8
A834,Base Pré-Interpolada,2020,21.8496
A834,Base Pré-Interpolada,2022,18.2
A834,Base Pré-Interpolada,2023,28.3
A834,Base Pré-Interpolada,2024,19.7
A834,Base Pré-Interpolada,2025,25.4
A834,ERA5 original,2000,25.9607
A834,ERA5 original,2001,23.1685
A834,ERA5 original,2002,20.9898
A834,ERA5 original,2003,24.6638
A834,ERA5 original,2004,27.7
A834,ERA5 original,2005,28.7425
A834,ERA5 original,2006,26.3345
A834,ERA5 original,2007,23.5832
A834,ERA5 original,2008,30.4051
A834,ERA5 original,2009,22.5748
A834,ERA5 original,2010,25.1048
A834,ERA5 original,2011,24.0506
A834,ERA5 original,2012,21.8609
A834,ERA5 original,2013,23.0919
A834,ERA5 original,2014,22.1551
A834,ERA5 original,2015,26.0152
A834,ERA5 original,2016,26.8698
A834,ERA5 original,2017,23.5487
A834,ERA5 original,2018,20.9482
A834,ERA5 original,2019,23.5683
A834,ERA5 original,2020,30.5211
A834,ERA5 original,2021,24.2194
A834,ERA5 original,2022,29.6906
A834,ERA5 original,2023,25.6884
A834,ERA5 original,2024,20.2469
A834,ERA5 original,2025,25.0581
A834,INMET (real),2008,33.0
A834,INMET (real),2009,36.8
A834,INMET (real),2010,29.4
A834,INMET (real),2011,28.1
A834,INMET (real),2012,24.9
A834,INMET (real),2013,23.6
A834,INMET (real),2014,22.8
A834,INMET (real),2015,22.5
A834,INMET (real),2016,25.6
A834,INMET (real),2017,30.6
A834,INMET (real),2018,21.6
A834,INMET (real),2019,23.8
A834,INMET (real),2020,21.5
A834,INMET (real),2022,18.2
A834,INMET (real),2023,28.3
A834,INMET (real),2024,19.7
A834,INMET (real),2025,25.4
A834,"V2 (IDW p=2, k=15)",2000,25.960716247558597
A834,"V2 (IDW p=2, k=15)",2001,23.222421646118164
A834,"V2 (IDW p=2, k=15)",2002,20.98977470397949
A834,"V2 (IDW p=2, k=15)",2003,24.663782119750977
A834,"V2 (IDW p=2, k=15)",2004,27.70001792907715
A834,"V2 (IDW p=2, k=15)",2005,28.742454528808597
